,category,price,price_1m2,area,title_deed,repair,room_number,floor_house,total_floors,title_length,floor_status
22152,New construction,294900.0,2400.0,123.0,don't exist,don't exist,3.0,8.0,22.0,45,2
22153,Old building,255000.0,3190.0,80.0,exist,exist,3.0,7.0,7.0,46,3
22154,New construction,192000.0,1610.0,119.0,exist,exist,3.0,16.0,17.0,52,3
22155,Old building,114500.0,1680.0,68.0,exist,exist,2.0,4.0,9.0,52,2
22156,Old building,110000.0,3670.0,30.0,exist,exist,1.0,1.0,5.0,48,1
22157,New construction,185000.0,2180.0,85.0,exist,exist,3.0,7.0,9.0,46,3
22158,New construction,167000.0,2170.0,77.0,don't exist,exist,3.0,13.0,16.0,50,3
22159,New construction,300000.0,1990.0,150.6,exist,don't exist,3.0,11.0,18.0,50,2
22160,New construction,116000.0,2320.0,50.0,exist,exist,2.0,16.0,20.0,50,3
22161,New construction,340000.0,2430.0,140.0,exist,exist,4.0,3.0,15.0,57,1
22162,Old building,175000.0,1590.0,110.0,exist,exist,4.0,5.0,9.0,52,2
22163,Old building,124000.0,1550.0,80.0,exist,exist,3.0,9.0,9.0,51,3
22164,Old building,103000.0,2060.0,50.0,don't exist,exist,2.0,7.0,8.0,52,3
22165,New construction,341000.0,1940.0,176.0,exist,exist,4.0,27.0,27.0,47,3
22166,New construction,137000.0,1080.0,127.0,exist,exist,3.0,14.0,14.0,48,3
22167,New construction,176000.0,1300.0,135.0,don't exist,don't exist,3.0,10.0,17.0,48,2
22168,Old building,178000.0,2230.0,80.0,exist,exist,3.0,6.0,9.0,57,2
22169,New construction,139000.0,2670.0,52.0,don't exist,exist,2.0,16.0,20.0,48,3
22170,Old building,148000.0,1850.0,80.0,exist,exist,3.0,6.0,9.0,56,2
22171,New construction,225000.0,1290.0,175.0,exist,exist,4.0,16.0,16.0,51,3
22172,New construction,180000.0,3000.0,60.0,don't exist,exist,2.0,13.0,19.0,50,2
22173,New construction,650000.0,3170.0,205.0,exist,exist,4.0,6.0,16.0,57,2
22174,Old building,99000.0,1800.0,55.0,exist,exist,2.0,2.0,5.0,51,2
22175,New construction,180000.0,2770.0,65.0,exist,exist,2.0,27.0,27.0,47,3
22176,New construction,145000.0,1930.0,75.0,exist,exist,2.0,14.0,19.0,50,2
22177,New construction,195000.0,2500.0,78.0,exist,exist,3.0,1.0,9.0,57,1
22178,New construction,460000.0,2600.0,177.0,exist,exist,3.0,9.0,18.0,46,2
22179,Old building,137000.0,2110.0,65.0,exist,exist,3.0,2.0,5.0,51,2
22180,Old building,98000.0,1780.0,55.0,exist,exist,2.0,3.0,5.0,51,2
22181,New construction,315000.0,2030.0,155.0,exist,exist,4.0,2.0,6.0,55,2
22182,Old building,238000.0,2870.0,83.0,exist,exist,2.0,5.0,6.0,51,3
22183,Old building,81000.0,2890.0,28.0,exist,exist,1.0,1.0,5.0,51,1
22184,New construction,92000.0,1670.0,55.0,exist,exist,1.0,15.0,20.0,50,2
22185,Old building,250000.0,2380.0,105.0,exist,exist,4.0,8.0,9.0,48,3
22186,New construction,162000.0,1200.0,135.0,exist,exist,3.0,17.0,19.0,51,3
22187,New construction,430000.0,2830.0,152.0,exist,exist,4.0,8.0,23.0,58,2
22188,New construction,270000.0,2250.0,120.0,exist,exist,3.0,7.0,17.0,51,2
22189,New construction,257000.0,1640.0,157.0,exist,don't exist,3.0,14.0,20.0,57,2
22190,Old building,185000.0,3940.0,47.0,exist,exist,1.0,2.0,2.0,45,3
22191,Old building,275000.0,2290.0,120.0,exist,exist,5.0,3.0,9.0,50,2
22192,New construction,205000.0,2050.0,100.0,exist,exist,2.0,17.0,18.0,46,3
22193,New construction,340000.0,2020.0,168.0,exist,exist,3.0,8.0,16.0,47,2
22194,New construction,187000.0,2560.0,73.0,exist,don't exist,2.0,6.0,17.0,57,2
22195,New construction,310000.0,2870.0,108.0,don't exist,exist,3.0,15.0,17.0,57,3
22196,New construction,127500.0,2090.0,61.0,don't exist,exist,2.0,8.0,17.0,48,2
22197,New construction,285000.0,2280.0,125.0,don't exist,exist,4.0,7.0,7.0,45,3
22198,New construction,133000.0,2050.0,65.0,exist,exist,2.0,11.0,19.0,50,2
22199,Old building,173000.0,2160.0,80.0,exist,don't exist,3.0,2.0,4.0,46,2
22200,Old building,210000.0,1910.0,110.0,exist,exist,4.0,3.0,9.0,50,2
22201,New construction,285000.0,1970.0,145.0,exist,exist,3.0,6.0,18.0,51,2
22202,New construction,285000.0,2040.0,140.0,exist,exist,3.0,10.0,16.0,57,2
22203,New construction,137000.0,1800.0,76.1,don't exist,don't exist,2.0,4.0,15.0,50,2
22204,New construction,380000.0,2300.0,165.0,exist,exist,4.0,10.0,16.0,49,2
22205,New construction,139900.0,1750.0,79.9,exist,exist,2.0,8.0,9.0,53,3
22206,New construction,455000.0,1940.0,235.0,exist,exist,4.0,19.0,19.0,58,3
22207,New construction,265000.0,1890.0,140.0,exist,exist,3.0,7.0,17.0,47,2
22208,New construction,120000.0,1970.0,61.0,exist,exist,2.0,8.0,12.0,50,2
22209,New construction,96000.0,1390.0,69.1,don't exist,don't exist,2.0,5.0,17.0,51,2
22210,New construction,205000.0,2440.0,84.0,exist,exist,4.0,9.0,18.0,48,2
22211,New construction,68000.0,1000.0,68.0,exist,don't exist,1.0,12.0,16.0,46,2
22212,Old building,130000.0,2710.0,48.0,exist,exist,2.0,1.0,5.0,46,1
22213,Old building,169000.0,1990.0,85.0,exist,exist,3.0,2.0,9.0,55,1
22214,New construction,250000.0,2500.0,100.0,exist,exist,3.0,4.0,16.0,58,2
22215,New construction,53500.0,1070.0,50.0,don't exist,exist,2.0,4.0,6.0,46,2
22216,Old building,155000.0,2070.0,75.0,exist,exist,3.0,5.0,5.0,51,3
22217,New construction,330000.0,2360.0,140.0,exist,exist,3.0,8.0,17.0,55,2
22218,New construction,245000.0,1580.0,155.0,exist,exist,4.0,19.0,19.0,52,3
22219,New construction,335000.0,2910.0,115.0,exist,exist,3.0,16.0,17.0,57,3
22220,New construction,110000.0,1530.0,72.0,exist,exist,2.0,18.0,18.0,48,3
22221,New construction,205000.0,1630.0,126.0,exist,don't exist,3.0,2.0,18.0,57,1
22222,Old building,287000.0,2390.0,120.0,exist,exist,4.0,8.0,9.0,59,3
22223,New construction,210000.0,1710.0,123.0,exist,exist,3.0,3.0,22.0,47,1
22224,New construction,95000.0,792.0,120.0,exist,exist,3.0,5.0,6.0,47,3
22225,New construction,170000.0,1650.0,103.0,exist,exist,3.0,3.0,17.0,52,1
22226,New construction,330000.0,2750.0,120.0,exist,exist,3.0,4.0,16.0,57,2
22227,New construction,410000.0,1860.0,220.0,exist,exist,4.0,6.0,14.0,46,2
22228,Old building,165000.0,2360.0,70.0,exist,exist,3.0,4.0,5.0,51,3
22229,New construction,240000.0,2090.0,115.0,exist,exist,3.0,14.0,18.0,55,3
22230,Old building,132000.0,1530.0,86.0,exist,exist,3.0,5.0,9.0,52,2
22231,New construction,350000.0,2760.0,127.0,don't exist,don't exist,3.0,5.0,16.0,58,2
22232,New construction,145000.0,1130.0,128.0,don't exist,don't exist,3.0,15.0,16.0,52,3
22233,New construction,309000.0,3090.0,100.0,exist,exist,2.0,4.0,16.0,57,2
22234,New construction,135000.0,2330.0,58.0,don't exist,exist,2.0,6.0,10.0,51,2
22235,Old building,119000.0,1590.0,75.0,exist,exist,2.0,4.0,4.0,58,3
